order_id,order_date,customer,category,amount_original,currency_original,amount_brl
2364,2024-05-14,Sofia Duarte,Casa,1837.49,BRL,1837.49
2365,2023-11-15,Paulo Ribeiro,Eletrônicos,2370.42,BRL,2370.42
2366,2023-03-18,Rafael Henriques,Moda,2844.67,BRL,2844.67
2367,2024-06-13,Nuno Teixeira,Esporte,2592.02,BRL,2592.02
2370,2024-05-06,Eduarda Pereira,Livros,4381.62,BRL,4381.62
2371,2023-10-26,Nuno Teixeira,Moda,1233.22,BRL,1233.22
2372,2024-05-08,Rafael Martins,Esporte,2687.32,BRL,2687.32
2373,2024-09-26,Mariana Barbosa,Casa,1961.44,BRL,1961.44
2374,2023-03-15,Diego Almeida,Livros,1472.57,USD,7693.59
2375,2024-09-17,Sofia Almeida,Livros,2077.28,USD,11380.17
2376,2023-07-31,Henrique Esteves,Eletrônicos,924.16,BRL,924.16
2377,2024-07-22,Ana Queiroz,Eletrônicos,1699.77,BRL,1699.77
2378,2024-03-17,Diego Oliveira,Eletrônicos,1904.32,USD,9505.03
2379,2023-10-28,Mariana Vasconcelos,Casa,1977.68,BRL,1977.68
2380,2023-06-11,João Vasconcelos,Livros,3526.20,USD,17072.80
2382,2023-06-11,Vitória Gomes,Esporte,4697.78,BRL,4697.78
2383,2023-02-11,Karina Nogueira,Esporte,3209.69,USD,16635.82
2384,2023-02-23,Henrique Nogueira,Livros,4025.80,BRL,4025.80
2385,2023-03-23,Paulo Lopes,Livros,4189.82,USD,21890.13
2386,2024-06-25,Tiago Pereira,Casa,2444.25,BRL,2444.25
2388,2024-01-06,Karina Esteves,Livros,3252.48,BRL,3252.48
2389,2023-01-08,Sofia Ferreira,Eletrônicos,3451.68,BRL,3451.68
2390,2023-07-15,Vitória Gomes,Esporte,4742.98,BRL,4742.98
2391,2023-04-05,Paulo Queiroz,Livros,4256.35,BRL,4256.35
2392,2023-07-22,Nuno Esteves,Esporte,2023.49,BRL,2023.49
2393,2023-09-12,Tiago Lopes,Moda,2712.97,USD,13421.61
2395,2023-11-20,João Almeida,Eletrônicos,3453.04,BRL,3453.04
2396,2024-08-07,Gabriela Henriques,Casa,790.11,BRL,790.11
2397,2024-08-12,Lucas Barbosa,Casa,3188.18,BRL,3188.18
2398,2024-03-14,Lucas Klein,Eletrônicos,1416.27,BRL,1416.27
2399,2024-09-24,Rafael Vasconcelos,Casa,1711.05,BRL,1711.05
2400,2024-03-08,Ana Queiroz,Esporte,1432.60,BRL,1432.60
2401,2023-04-01,Karina Almeida,Esporte,3795.11,BRL,3795.11
2402,2024-03-17,Vitória Martins,Livros,25.17,BRL,25.17
2403,2023-05-11,Karina Jesus,Eletrônicos,3775.09,BRL,3775.09
2404,2023-07-13,Bruno Henriques,Moda,1953.62,USD,9401.80
2405,2023-06-01,João Vasconcelos,Livros,3462.66,BRL,3462.66
2406,2023-03-23,Rafael Ribeiro,Livros,4404.94,BRL,4404.94
2407,2023-01-13,Carla Santos,Livros,3838.25,BRL,3838.25
2408,2024-11-16,Mariana Pereira,Não informado,514.85,USD,2982.17
2409,2023-02-02,Bruno Queiroz,Moda,253.90,BRL,253.90
2411,2024-02-12,Felipe Vasconcelos,Eletrônicos,4639.57,BRL,4639.57
2412,2024-12-12,Lucas Ferreira,Livros,2727.08,BRL,2727.08
2413,2023-08-15,Karina Ferreira,Eletrônicos,1927.82,BRL,1927.82
2414,2024-02-12,Gabriela Esteves,Casa,2380.97,BRL,2380.97
2415,2023-06-18,Diego Santos,Eletrônicos,3309.61,USD,16024.14
2416,2024-02-05,Nuno Lopes,Casa,4433.37,BRL,4433.37
2417,2024-05-15,Carla Almeida,Esporte,3715.81,BRL,3715.81
2419,2024-12-26,Nuno Klein,Eletrônicos,421.56,USD,2549.97
2420,2023-06-29,Henrique Henriques,Esporte,4590.84,BRL,4590.84
2421,2023-04-20,Lucas Ribeiro,Não informado,319.03,BRL,319.03
2422,2024-12-20,Diego Almeida,Eletrônicos,4995.22,BRL,4995.22
2423,2024-04-07,Ana Pereira,Livros,2107.06,BRL,2107.06
2424,2023-12-10,Olívia Klein,Casa,2922.42,BRL,2922.42
2425,2024-01-31,Felipe Henriques,Eletrônicos,3238.80,BRL,3238.80
2427,2023-08-24,Rafael Klein,Moda,3423.04,BRL,3423.04
2428,2023-02-24,Gabriela Almeida,Esporte,2618.87,USD,13573.60
2430,2023-07-25,Rafael Henriques,Esporte,877.54,BRL,877.54
2431,2023-05-24,Gabriela Henriques,Moda,4754.99,BRL,4754.99
2432,2023-09-25,Olívia Oliveira,Moda,3061.42,BRL,3061.42
2434,2024-03-01,Sofia Pereira,Eletrônicos,251.24,BRL,251.24
2435,2024-01-07,Sofia Santos,Eletrônicos,1559.52,BRL,1559.52
2436,2023-02-03,João Pereira,Esporte,863.46,USD,4475.31
2437,2024-11-21,Olívia Queiroz,Livros,1937.73,BRL,1937.73
2439,2023-09-08,Isabela Lopes,Livros,2632.33,BRL,2632.33
2441,2024-05-05,Eduarda Barbosa,Moda,331.20,BRL,331.20
2442,2023-06-21,Isabela Carvalho,Eletrônicos,32.89,USD,159.24
2443,2023-06-08,Nuno Gomes,Moda,1016.88,BRL,1016.88
2444,2024-09-16,Henrique Henriques,Esporte,4462.39,BRL,4462.39
2445,2023-12-25,Sofia Queiroz,Eletrônicos,1373.59,BRL,1373.59
2446,2024-10-04,Bruno Ferreira,Esporte,1654.53,USD,9267.85
2448,2023-01-23,Paulo Ferreira,Eletrônicos,4013.96,BRL,4013.96
2449,2023-05-31,Vitória Esteves,Casa,3443.39,USD,17107.79
2450,2023-06-06,Felipe Klein,Casa,4865.03,USD,23555.02
2451,2024-01-04,Paulo Queiroz,Casa,1228.91,BRL,1228.91
2452,2024-11-21,Nuno Henriques,Livros,91.39,USD,529.36
2453,2024-03-19,Felipe Ribeiro,Livros,1747.87,BRL,1747.87
2454,2024-05-27,Felipe Nogueira,Esporte,894.99,USD,4611.53
2455,2023-09-29,Rafael Klein,Eletrônicos,195.30,BRL,195.30
2456,2024-06-19,Mariana Duarte,Livros,1641.55,BRL,1641.55
2457,2024-11-14,Olívia Carvalho,Eletrônicos,3491.01,BRL,3491.01
2458,2024-09-10,Diego Jesus,Livros,3029.55,BRL,3029.55
2459,2024-02-05,Carla Ribeiro,Livros,3375.29,BRL,3375.29
2461,2023-11-06,Vitória Martins,Livros,4202.22,BRL,4202.22
2462,2024-12-07,Tiago Klein,Moda,3588.93,BRL,3588.93
2463,2023-04-15,Felipe Pereira,Moda,645.08,BRL,645.08
2464,2023-03-18,Mariana Almeida,Livros,1053.70,BRL,1053.70
2465,2023-10-12,Mariana Ferreira,Esporte,1666.86,BRL,1666.86
2466,2023-04-08,Gabriela Nogueira,Casa,2688.62,BRL,2688.62
2468,2023-02-22,Bruno Martins,Moda,2554.85,BRL,2554.85
2469,2024-08-16,Bruno Martins,Livros,1027.86,BRL,1027.86
2470,2023-11-08,Lucas Almeida,Casa,3912.41,BRL,3912.41
2471,2024-05-23,Eduarda Ferreira,Casa,1210.30,USD,6236.19
2472,2023-09-05,Carla Carvalho,Moda,2001.06,USD,9899.64
2474,2024-11-06,Isabela Henriques,Esporte,1181.70,BRL,1181.70
2475,2024-12-14,Nuno Queiroz,Casa,2987.85,BRL,2987.85
2477,2024-08-24,Karina Vasconcelos,Esporte,2727.99,BRL,2727.99
2478,2023-06-14,Henrique Gomes,Eletrônicos,1702.10,USD,8241.06
2479,2024-12-04,Isabela Klein,Casa,790.89,BRL,790.89
2480,2024-12-15,Bruno Jesus,Moda,3220.08,BRL,3220.08
2481,2024-06-18,Tiago Martins,Eletrônicos,1714.51,BRL,1714.51
2483,2024-02-08,João Pereira,Casa,3704.17,BRL,3704.17
2485,2024-10-31,Carla Esteves,Livros,3933.23,BRL,3933.23
2486,2023-10-01,João Lopes,Moda,1139.80,BRL,1139.80
2488,2024-01-09,Carla Ferreira,Casa,2200.88,BRL,2200.88
2489,2023-08-27,Ana Pereira,Eletrônicos,1485.38,USD,7284.01
2490,2024-06-05,Tiago Almeida,Não informado,291.98,USD,1566.39
2491,2024-08-06,Ana Klein,Moda,446.10,BRL,446.10
2493,2023-03-15,Ana Teixeira,Casa,3432.07,BRL,3432.07
2495,2023-11-22,Diego Barbosa,Livros,742.03,USD,3653.38
2496,2024-03-23,Bruno Vasconcelos,Esporte,513.50,BRL,513.50
2497,2024-12-23,Bruno Almeida,Esporte,4309.05,BRL,4309.05
2498,2024-04-03,João Carvalho,Esporte,1792.17,USD,9209.78
2499,2024-12-27,Vitória Nogueira,Casa,368.79,USD,2230.77
2500,2024-05-19,Vitória Ribeiro,Livros,35.06,USD,180.65
2501,2023-08-13,Diego Martins,Moda,1938.57,BRL,1938.57
2503,2024-05-03,Paulo Gomes,Eletrônicos,1049.49,BRL,1049.49
2505,2023-02-06,Lucas Oliveira,Casa,3877.89,BRL,3877.89
2506,2024-08-21,Bruno Pereira,Esporte,4501.67,BRL,4501.67
2507,2024-03-29,Carla Duarte,Livros,4983.20,BRL,4983.20
2508,2023-12-29,Eduarda Ferreira,Eletrônicos,198.04,BRL,198.04
2509,2024-01-12,Karina Carvalho,Moda,700.19,BRL,700.19
2513,2023-07-04,João Oliveira,Casa,2946.38,BRL,2946.38
2514,2024-08-22,Isabela Martins,Esporte,2714.07,USD,15059.83
2515,2024-03-27,Mariana Barbosa,Eletrônicos,3695.27,BRL,3695.27
2516,2023-06-12,Tiago Ferreira,Esporte,1490.74,BRL,1490.74
2517,2024-02-17,Rafael Vasconcelos,Eletrônicos,3115.32,BRL,3115.32
2518,2024-07-24,Isabela Barbosa,Casa,1177.85,USD,6514.92
2519,2023-01-24,Isabela Klein,Livros,3971.59,BRL,3971.59
2520,2023-01-18,Vitória Duarte,Casa,4719.24,BRL,4719.24
2521,2023-03-14,Rafael Esteves,Casa,1012.24,BRL,1012.24
2522,2023-11-12,Eduarda Barbosa,Esporte,4015.78,BRL,4015.78
2523,2024-10-14,Mariana Barbosa,Livros,358.29,BRL,358.29
2524,2023-11-20,Carla Jesus,Moda,1522.26,BRL,1522.26
2525,2023-03-11,Mariana Almeida,Casa,4491.90,BRL,4491.90
2526,2024-09-06,Nuno Esteves,Moda,2402.60,BRL,2402.60
2527,2023-10-07,Ana Esteves,Moda,3861.32,BRL,3861.32
2528,2023-12-16,Isabela Almeida,Casa,4851.51,BRL,4851.51
2530,2024-11-01,Vitória Ferreira,Eletrônicos,3618.27,BRL,3618.27
2531,2023-08-19,Tiago Vasconcelos,Livros,1365.83,BRL,1365.83
2533,2023-04-17,Olívia Santos,Livros,2044.58,BRL,2044.58
2534,2024-05-22,João Almeida,Moda,2000.59,BRL,2000.59
2535,2024-08-14,Nuno Queiroz,Livros,1573.48,USD,8730.93
2536,2023-02-13,Olívia Duarte,Livros,2311.55,BRL,2311.55
2537,2023-01-27,Gabriela Klein,Moda,660.10,BRL,660.10
2538,2023-03-09,Tiago Lopes,Eletrônicos,149.41,BRL,149.41
2539,2023-11-01,Sofia Gomes,Casa,4804.80,BRL,4804.80
2540,2023-11-04,Olívia Lopes,Esporte,4247.53,BRL,4247.53
2543,2023-05-23,Mariana Almeida,Esporte,400.15,USD,1988.07
2544,2024-11-10,Felipe Barbosa,Moda,709.03,USD,4106.91
2545,2023-02-11,Ana Martins,Casa,4937.34,BRL,4937.34
2546,2023-12-01,Isabela Oliveira,Eletrônicos,4347.64,USD,21308.22
2547,2023-05-03,Lucas Jesus,Esporte,2897.45,BRL,2897.45
2548,2024-09-08,Henrique Nogueira,Livros,661.37,BRL,661.37
2549,2023-01-28,Carla Oliveira,Eletrônicos,3314.25,BRL,3314.25
2550,2023-10-01,Paulo Gomes,Eletrônicos,1870.20,BRL,1870.20
2551,2023-06-26,Sofia Santos,Esporte,106.73,BRL,106.73
2552,2023-04-10,Tiago Gomes,Casa,2262.82,BRL,2262.82
2553,2023-08-29,Tiago Carvalho,Livros,3396.26,BRL,3396.26
2554,2023-09-25,Gabriela Vasconcelos,Esporte,4934.72,BRL,4934.72
2555,2024-07-11,Paulo Almeida,Livros,2767.25,BRL,2767.25
2556,2023-03-21,Isabela Almeida,Casa,1610.32,BRL,1610.32
2557,2023-10-10,Lucas Klein,Eletrônicos,3415.74,BRL,3415.74
2559,2023-09-19,Nuno Duarte,Casa,3522.25,BRL,3522.25
2560,2024-02-27,Tiago Klein,Eletrônicos,4885.11,BRL,4885.11
2561,2023-09-09,Sofia Gomes,Casa,865.68,BRL,865.68
2563,2024-05-17,João Duarte,Casa,3710.19,BRL,3710.19
2564,2024-01-12,Nuno Jesus,Casa,1540.94,USD,7579.42
2565,2023-03-19,Olívia Ferreira,Eletrônicos,182.97,BRL,182.97
2566,2024-01-17,Gabriela Barbosa,Casa,583.14,USD,2868.29
2567,2024-11-24,Lucas Lopes,Esporte,137.09,BRL,137.09
2568,2024-06-14,Felipe Martins,Esporte,1073.93,USD,5761.31
2570,2024-10-12,Bruno Duarte,Livros,728.87,BRL,728.87
2571,2023-11-08,Diego Oliveira,Eletrônicos,4400.03,BRL,4400.03
2573,2023-07-02,João Lopes,Esporte,2911.55,BRL,2911.55
2574,2024-04-15,Carla Queiroz,Casa,1316.67,BRL,1316.67
2575,2023-02-23,Sofia Nogueira,Livros,2639.32,BRL,2639.32
2576,2023-10-26,Eduarda Pereira,Moda,4150.22,BRL,4150.22
2577,2024-10-10,Olívia Vasconcelos,Eletrônicos,2390.88,BRL,2390.88
2578,2023-09-26,Paulo Ferreira,Esporte,1799.32,BRL,1799.32
2579,2024-05-25,Sofia Martins,Moda,3800.53,BRL,3800.53
2581,2024-04-07,Olívia Ferreira,Eletrônicos,3678.35,BRL,3678.35
2583,2024-08-06,Mariana Barbosa,Livros,3487.98,BRL,3487.98
2584,2024-03-16,Carla Jesus,Moda,252.31,BRL,252.31
2585,2024-09-03,Rafael Teixeira,Livros,1999.12,BRL,1999.12
2587,2023-08-04,Karina Barbosa,Esporte,951.57,BRL,951.57
2588,2024-02-10,Lucas Lopes,Moda,2862.00,BRL,2862.00
2589,2024-04-29,Carla Barbosa,Esporte,4937.60,BRL,4937.60
2590,2023-02-03,Gabriela Lopes,Moda,1385.32,BRL,1385.32
2591,2023-03-29,Bruno Nogueira,Livros,2032.75,BRL,2032.75
2592,2024-08-18,Vitória Klein,Moda,1300.76,BRL,1300.76
2593,2023-06-13,Lucas Ribeiro,Esporte,89.91,BRL,89.91
2594,2023-08-12,Diego Martins,Esporte,3228.68,BRL,3228.68
2596,2023-03-31,Diego Gomes,Casa,1153.49,BRL,1153.49
2597,2024-05-25,Eduarda Vasconcelos,Moda,2563.02,BRL,2563.02
2598,2023-04-18,Nuno Carvalho,Eletrônicos,3006.36,BRL,3006.36
2599,2023-12-04,Felipe Queiroz,Casa,3523.88,USD,17270.89
2600,2024-02-06,Tiago Gomes,Moda,500.89,BRL,500.89
2602,2024-11-27,Carla Gomes,Moda,2874.67,BRL,2874.67
2603,2024-12-12,Rafael Lopes,Eletrônicos,2113.71,BRL,2113.71
2604,2024-02-20,Felipe Esteves,Casa,3996.73,BRL,3996.73
2605,2023-10-31,Nuno Esteves,Eletrônicos,4504.49,BRL,4504.49
2606,2024-05-06,Rafael Carvalho,Esporte,2278.92,BRL,2278.92
2607,2023-08-29,Diego Almeida,Moda,1602.39,BRL,1602.39
2608,2024-10-09,Mariana Henriques,Moda,3513.11,BRL,3513.11
2609,2024-05-11,Sofia Teixeira,Moda,4512.73,BRL,4512.73
2610,2024-03-03,Diego Teixeira,Esporte,4707.38,USD,23495.95
2611,2024-03-20,Henrique Oliveira,Casa,4132.81,USD,20628.09
2612,2024-05-25,Paulo Almeida,Casa,2277.57,USD,11735.41
2613,2024-04-02,Bruno Jesus,Livros,546.26,BRL,546.26
2614,2024-05-18,Ana Duarte,Moda,2275.69,BRL,2275.69
2615,2023-10-06,Vitória Pereira,Livros,4095.42,BRL,4095.42
2616,2023-02-27,Karina Lopes,Esporte,3105.27,USD,16094.61
2617,2024-09-24,Vitória Pereira,Livros,1970.75,BRL,1970.75
2618,2024-03-07,Rafael Queiroz,Livros,4307.97,BRL,4307.97
2619,2024-11-12,Vitória Lopes,Moda,4013.72,BRL,4013.72
2620,2024-12-18,Vitória Klein,Eletrônicos,811.02,USD,4905.78
2622,2023-08-26,Olívia Pereira,Esporte,2921.61,BRL,2921.61
2623,2023-10-15,Nuno Duarte,Eletrônicos,2826.07,BRL,2826.07
2624,2023-03-07,Carla Klein,Livros,1862.88,BRL,1862.88
2625,2023-10-27,Sofia Klein,Livros,4494.91,BRL,4494.91
2626,2023-07-24,Sofia Esteves,Moda,3858.57,BRL,3858.57
2627,2023-10-25,Diego Queiroz,Moda,231.37,BRL,231.37
2628,2023-06-13,Mariana Almeida,Moda,4643.57,USD,22482.77
2629,2023-03-04,Henrique Santos,Livros,3855.57,BRL,3855.57
2630,2024-11-06,Carla Vasconcelos,Moda,940.12,BRL,940.12
2631,2024-09-29,Henrique Carvalho,Casa,240.93,USD,1319.91
2632,2023-12-15,Carla Almeida,Livros,1931.87,BRL,1931.87
2633,2024-02-05,Tiago Ferreira,Esporte,928.18,BRL,928.18
2634,2023-11-07,Sofia Klein,Moda,3643.76,USD,17940.05
2635,2023-12-03,Bruno Esteves,Casa,2656.92,BRL,2656.92
2636,2023-03-11,Eduarda Vasconcelos,Esporte,1798.43,BRL,1798.43
2637,2023-08-05,Ana Ferreira,Eletrônicos,3121.84,BRL,3121.84
2638,2023-12-22,Vitória Martins,Casa,2997.04,BRL,2997.04
2639,2024-03-25,Gabriela Pereira,Moda,2549.54,BRL,2549.54
2640,2023-01-05,Sofia Oliveira,Eletrônicos,2079.05,BRL,2079.05
2641,2024-05-30,João Ferreira,Livros,4242.56,BRL,4242.56
2643,2024-11-19,Isabela Nogueira,Moda,3599.57,BRL,3599.57
2645,2023-12-22,Lucas Vasconcelos,Moda,665.94,BRL,665.94
2646,2023-03-23,Vitória Oliveira,Livros,499.38,BRL,499.38
2647,2024-11-01,Isabela Barbosa,Não informado,1847.35,BRL,1847.35
2648,2023-11-03,Rafael Klein,Esporte,1371.39,BRL,1371.39
2649,2024-09-12,Gabriela Pereira,Livros,4276.33,BRL,4276.33
2650,2024-08-24,Gabriela Martins,Moda,1040.51,BRL,1040.51
2651,2023-03-05,Tiago Vasconcelos,Moda,1885.01,USD,9848.42
2652,2023-01-12,Henrique Martins,Moda,3891.94,BRL,3891.94
2653,2024-10-12,Gabriela Gomes,Esporte,3468.97,BRL,3468.97
2654,2024-11-09,Carla Duarte,Moda,4681.49,BRL,4681.49
2655,2024-05-30,Vitória Oliveira,Esporte,4210.71,BRL,4210.71
2656,2023-10-16,Henrique Lopes,Livros,2088.14,BRL,2088.14
2658,2023-04-08,Paulo Jesus,Eletrônicos,2374.98,BRL,2374.98
2659,2024-05-27,Felipe Barbosa,Casa,2442.27,BRL,2442.27
2662,2023-10-20,Tiago Teixeira,Casa,2976.49,BRL,2976.49
2663,2023-05-09,Olívia Martins,Esporte,1640.91,BRL,1640.91
2664,2023-11-22,Eduarda Ribeiro,Esporte,4324.78,BRL,4324.78
2665,2023-09-01,Diego Henriques,Esporte,1109.27,BRL,1109.27
2666,2023-06-05,Diego Ferreira,Eletrônicos,1389.42,BRL,1389.42
2667,2023-03-12,Lucas Gomes,Eletrônicos,822.51,BRL,822.51
2668,2023-06-13,Ana Ribeiro,Esporte,4644.74,BRL,4644.74
2670,2023-08-29,Ana Oliveira,Moda,4909.43,BRL,4909.43
2672,2023-03-24,Olívia Henriques,Moda,2587.97,USD,13521.11
2673,2024-05-12,Eduarda Carvalho,Moda,2947.87,BRL,2947.87
2675,2024-01-02,Bruno Duarte,Eletrônicos,736.53,USD,3622.77
2677,2023-04-04,Sofia Jesus,Casa,256.20,BRL,256.20
2678,2023-12-05,Carla Esteves,Esporte,3777.21,BRL,3777.21
2679,2023-06-28,Felipe Esteves,Casa,3524.51,BRL,3524.51
2680,2023-07-31,Henrique Martins,Casa,1292.74,BRL,1292.74
2681,2024-10-21,Ana Jesus,Casa,3788.16,BRL,3788.16
2682,2024-01-20,Paulo Carvalho,Livros,4021.12,BRL,4021.12
2683,2024-08-02,Felipe Carvalho,Casa,133.99,USD,743.48
2684,2024-06-27,Henrique Lopes,Casa,4747.99,BRL,4747.99
2685,2024-05-09,Lucas Klein,Esporte,1529.76,BRL,1529.76
2686,2023-03-05,Olívia Ribeiro,Livros,1600.45,BRL,1600.45
2687,2023-09-25,Diego Vasconcelos,Moda,3574.43,USD,17683.42
2688,2024-09-29,Lucas Vasconcelos,Moda,2438.99,BRL,2438.99
2689,2023-11-16,Isabela Duarte,Livros,373.32,BRL,373.32
2690,2024-06-20,Isabela Barbosa,Eletrônicos,3756.32,BRL,3756.32
2691,2024-12-15,Gabriela Duarte,Esporte,2461.34,BRL,2461.34
2692,2024-08-31,Bruno Carvalho,Moda,1918.32,BRL,1918.32
2693,2023-01-22,Eduarda Esteves,Eletrônicos,4893.37,BRL,4893.37
2694,2024-08-02,Isabela Teixeira,Livros,2394.21,BRL,2394.21
2695,2023-06-05,Tiago Nogueira,Moda,2543.65,BRL,2543.65
2696,2024-09-01,Karina Barbosa,Casa,4224.69,BRL,4224.69
2697,2023-12-20,Karina Almeida,Moda,1091.75,USD,5350.78
2698,2023-07-18,Eduarda Almeida,Moda,547.02,USD,2632.53
2699,2024-05-15,Paulo Gomes,Eletrônicos,1167.04,BRL,1167.04
2700,2023-06-10,Vitória Oliveira,Casa,3193.76,BRL,3193.76
2702,2024-06-17,Olívia Gomes,Moda,1615.27,BRL,1615.27
2705,2024-05-10,João Vasconcelos,Moda,4208.70,BRL,4208.70
2706,2024-04-12,Ana Duarte,Eletrônicos,557.42,BRL,557.42
2707,2024-02-19,Tiago Carvalho,Esporte,4436.28,USD,22014.60
2709,2024-10-05,Ana Ribeiro,Moda,2097.09,BRL,2097.09
2710,2024-05-02,Isabela Duarte,Moda,1118.99,USD,5765.71
2711,2024-06-02,Carla Oliveira,Moda,4542.31,BRL,4542.31
2712,2023-05-17,Tiago Queiroz,Moda,4563.30,BRL,4563.30
2713,2023-10-14,Ana Almeida,Esporte,4186.55,BRL,4186.55
2714,2024-09-26,Mariana Esteves,Livros,2840.65,BRL,2840.65
2715,2023-07-20,Felipe Martins,Moda,1106.32,BRL,1106.32
2717,2024-05-02,Carla Henriques,Esporte,437.27,BRL,437.27
2718,2024-05-10,Nuno Jesus,Moda,20.88,BRL,20.88
2719,2024-12-12,Karina Duarte,Livros,2957.18,USD,17887.69
2720,2024-07-13,Mariana Ribeiro,Casa,1042.91,BRL,1042.91
2721,2023-05-09,Bruno Nogueira,Eletrônicos,865.26,BRL,865.26
2722,2023-04-06,Bruno Pereira,Moda,3246.28,BRL,3246.28
2724,2023-09-06,Gabriela Barbosa,Casa,4375.42,BRL,4375.42
2725,2023-01-20,Lucas Esteves,Eletrônicos,4299.51,BRL,4299.51
2728,2024-05-04,Eduarda Duarte,Eletrônicos,2116.02,BRL,2116.02
2729,2023-05-15,Carla Lopes,Esporte,3983.24,USD,19789.93
2730,2024-09-21,Olívia Klein,Eletrônicos,2454.23,BRL,2454.23
2731,2023-04-06,Eduarda Lopes,Livros,2988.13,BRL,2988.13
2732,2023-07-19,Henrique Lopes,Não informado,3573.02,BRL,3573.02
2733,2023-10-30,Karina Klein,Esporte,2451.83,BRL,2451.83
2735,2024-07-12,Isabela Klein,Livros,1206.69,BRL,1206.69
2737,2024-01-20,Paulo Pereira,Eletrônicos,627.37,BRL,627.37
2738,2023-09-09,Rafael Ferreira,Eletrônicos,4605.30,BRL,4605.30
2739,2023-04-09,Rafael Jesus,Esporte,2638.67,BRL,2638.67
2740,2024-08-17,Diego Klein,Eletrônicos,2094.87,BRL,2094.87
2741,2023-12-29,Sofia Gomes,Livros,4285.21,BRL,4285.21
2742,2023-12-05,Henrique Barbosa,Moda,3676.22,USD,18017.52
2743,2023-02-24,Tiago Oliveira,Eletrônicos,4709.65,BRL,4709.65
2744,2024-03-30,Eduarda Teixeira,Livros,4288.94,BRL,4288.94
2745,2024-11-12,Gabriela Klein,Esporte,4898.72,BRL,4898.72
2746,2023-06-29,Olívia Barbosa,Casa,1104.00,BRL,1104.00
2748,2023-05-17,Karina Carvalho,Casa,2845.20,BRL,2845.20
2749,2024-03-05,Karina Carvalho,Livros,4944.61,BRL,4944.61
2750,2024-03-28,Olívia Pereira,Livros,990.67,BRL,990.67
2751,2024-05-16,Ana Esteves,Livros,1397.36,USD,7200.04
2752,2024-05-23,Bruno Oliveira,Casa,1551.06,BRL,1551.06
2753,2024-05-13,Vitória Gomes,Eletrônicos,4657.82,BRL,4657.82
2754,2023-10-21,Mariana Lopes,Esporte,109.85,BRL,109.85
2756,2023-01-03,Sofia Esteves,Esporte,1593.92,USD,8290.62
2757,2024-02-03,Vitória Henriques,Moda,2536.70,BRL,2536.70
2758,2024-06-26,Rafael Duarte,Moda,530.24,BRL,530.24
2760,2024-09-23,Bruno Santos,Moda,2180.43,BRL,2180.43
2761,2024-03-29,Henrique Vasconcelos,Esporte,3266.58,USD,16304.48
2762,2024-05-12,Nuno Ferreira,Moda,773.86,BRL,773.86
2763,2024-02-23,Carla Gomes,Casa,928.52,BRL,928.52
2765,2024-12-17,Isabela Lopes,Casa,3781.77,BRL,3781.77
2766,2024-01-26,Vitória Teixeira,Eletrônicos,3186.64,BRL,3186.64
2767,2023-11-28,Henrique Barbosa,Não informado,3879.53,USD,19100.87
2768,2024-12-10,Tiago Henriques,Eletrônicos,4355.90,BRL,4355.90
2769,2023-12-17,Bruno Almeida,Esporte,4424.52,BRL,4424.52
2770,2024-03-22,Gabriela Ferreira,Casa,1412.26,BRL,1412.26
2771,2023-08-02,Henrique Santos,Livros,85.92,USD,421.33
2773,2024-03-27,Rafael Teixeira,Esporte,4808.66,BRL,4808.66
2775,2023-09-05,Nuno Martins,Livros,4710.76,BRL,4710.76
2776,2023-02-18,Mariana Almeida,Casa,4297.26,BRL,4297.26
2777,2024-01-21,Bruno Martins,Não informado,2565.84,USD,12620.60
2778,2024-05-02,Henrique Teixeira,Esporte,4383.29,BRL,4383.29
2779,2024-02-01,Ana Teixeira,Moda,374.64,BRL,374.64
2780,2023-05-14,Nuno Esteves,Livros,1111.36,USD,5521.57
2781,2024-05-17,Ana Gomes,Moda,2225.52,BRL,2225.52
2784,2024-06-27,Diego Martins,Eletrônicos,4444.35,BRL,4444.35
2785,2024-03-14,Lucas Klein,Casa,3430.48,BRL,3430.48
2786,2024-11-09,João Esteves,Esporte,4862.02,BRL,4862.02
2787,2023-08-28,Karina Santos,Casa,428.51,BRL,428.51
2788,2024-06-02,Gabriela Klein,Esporte,1148.48,BRL,1148.48
2789,2024-06-18,Rafael Jesus,Eletrônicos,1535.60,BRL,1535.60
2791,2024-11-09,Diego Martins,Esporte,50.09,BRL,50.09
2796,2023-09-14,Henrique Almeida,Livros,639.19,BRL,639.19
2797,2023-05-23,Olívia Ferreira,Livros,1323.03,BRL,1323.03
2800,2024-02-01,Carla Vasconcelos,Eletrônicos,3590.84,BRL,3590.84
2801,2023-05-11,Tiago Ferreira,Esporte,3087.10,BRL,3087.10
2802,2024-10-18,Paulo Lopes,Casa,1586.75,BRL,1586.75
2803,2024-03-14,Nuno Martins,Eletrônicos,375.34,USD,1873.43
2804,2023-07-02,João Ribeiro,Casa,2827.60,BRL,2827.60
2805,2023-10-21,Vitória Gomes,Moda,1772.40,BRL,1772.40
2806,2024-10-17,Eduarda Jesus,Casa,105.47,BRL,105.47
2807,2023-12-13,Diego Ferreira,Livros,2785.72,BRL,2785.72
2809,2023-03-22,Lucas Vasconcelos,Moda,890.71,BRL,890.71
2812,2024-05-08,Nuno Queiroz,Livros,2631.99,BRL,2631.99
