order_id,order_date,customer,category,amount,reject_reason
2139,21/08/2024,Paulo Jesus,"","R$ 2.267,23  ",order_id duplicado irreconciliável
4712,2019-11-25,Sofia Almeida,Moda,-,data fora do intervalo; valor inválido
4715,05/02/2024,"",esporte,"R$ 2.620,21",cliente ausente
4717,Sep 30 2024,Carla Martins,moda,n/a,valor inválido
  1449,2023-03-06,"",outros,"2.672,88",order_id duplicado irreconciliável; cliente ausente; categoria desconhecida
4727,2024-13-24,Mariana Ferreira,Casa,"107,41",data inválida
4729,2024-01-24,Karina Ribeiro,diversos,"3.312,12  ",categoria desconhecida
ORD-1023,2024-01-29,Rafael Carvalho,Moda,"3.376,13",order_id inválido
4738,May 30 2024,Carla Oliveira,misc,"R$ 1.221,85",categoria desconhecida
4749,2024-08-20,Gabriela Lopes  ,Eletrônico,"",valor ausente
1916,30/03/2023,"",Eletrônicos,"R$ 3.518,24",order_id duplicado irreconciliável; cliente ausente
769,2023-03-03,Bruno Lopes,"","4.336,46",order_id duplicado irreconciliável
1099,2023-06-20,"",Moda,USD  193.42,order_id duplicado irreconciliável; cliente ausente
4785,2023-10-15,Eduarda Teixeira,ELETRONICOS,"-50,00",valor não positivo
4797,06/09/2024,Eduarda Lopes  ,moda,"0,00  ",valor não positivo
770  ,2024-09-05,"",Eletrônicos,"3.888,90",order_id duplicado irreconciliável; cliente ausente
4811,08/04/2024,"",Casa e Decoração,USD 1751.91,cliente ausente
4833,2024-06-02,Sofia  Nogueira,casa,n/a,valor inválido
4836,2023-12-24,"",Livros,"R$ 1.084,38",cliente ausente
4843,Jan 26 2024,Diego  Barbosa,moda,"",valor ausente
459,2023-07-06,"",moda,"975,31",order_id duplicado irreconciliável; cliente ausente
4860,2023-13-09,Henrique Barbosa,Esporte,"R$  967,58",data inválida
344,2024-05-07,Isabela Queiroz,Eletrônicos,"",order_id duplicado irreconciliável; valor ausente
  4866,2023-09-22,Tiago Duarte,diversos,USD 4272.80,categoria desconhecida
4867,2023-04-23,"",Esporte,"629,08",cliente ausente
2424,2023-12-10,Olívia Klein,Casa e Decoração,"",order_id duplicado irreconciliável; valor ausente
4871,2023-05-26  ,Nuno Carvalho,Moda,"",valor ausente
4892,2019-12-24  ,Mariana Barbosa,Moda,"  R$ 257,94",data fora do intervalo
763,19/02/2023,"",livros  ,n/a,order_id duplicado irreconciliável; cliente ausente; valor inválido
1608,25/02/2024,"",Moda,"R$ 4.100,86",order_id duplicado irreconciliável; cliente ausente
4904  ,2024-03-14,"",Livros,-,cliente ausente; valor inválido
2439,08/09/2023,Isabela Lopes,Livros,"",order_id duplicado irreconciliável; valor ausente
4912,23/06/2023,"",Casa,"4.318,51",cliente ausente
1464,01/05/2024,Carla Henriques,vestuario,"",order_id duplicado irreconciliável; valor ausente
  523,2024-01-06,"",diversos,"1.363,50",order_id duplicado irreconciliável; cliente ausente; categoria desconhecida
4952,2019-09-04,Felipe Duarte,Moda,"4.142,55",data fora do intervalo
2099,2024-02-27,Tiago Vasconcelos,outros,"",order_id duplicado irreconciliável; categoria desconhecida; valor ausente
4961,2024-13-26,Gabriela  Carvalho,Moda,"1.212,33",data inválida
691,2024-05-26,"",Moda,"R$ 470,17",order_id duplicado irreconciliável; cliente ausente
4978,2024-13-08,Sofia Vasconcelos,Eletrônicos,"R$ 1.673,37",data inválida
4985  ,2023-10-23,"",  casa,"0,00",cliente ausente; valor não positivo
4989,2024-06-05 10:30:00,"",Livros,"  3.835,97",cliente ausente
4995,Apr 23 2024,Bruno Oliveira,Livros,-,valor inválido
1659,2023-02-25,Carla Queiroz,"",USD  593.25,order_id duplicado irreconciliável
