order_id,order_date,customer,category,amount
2316,2023-07-29,Ana Ribeiro,Esporte,"R$ 850,59"
2317  ,2023-12-24,Paulo Teixeira,Casa,$ 1002.17
2318,2023-13-09,Felipe Vasconcelos,Eletrônicos,$ 1907.19
2319,11/06/2023,Lucas Ribeiro,Moda,"2.701,11  "
2320,2023-01-21,Lucas Gomes,Livros,"R$ 1.517,32"
2321,05/06/2024,Nuno Gomes,eletro,"2.372,72"
2322,2023-03-19,Eduarda Henriques,Esporte,"3.743,04"
2323,28/01/2024,Felipe Esteves,"","3.928,13"
2324,05/05/2023  ,Bruno Pereira,livraria,"3.267,23"
  2325,2024-01-26,Tiago Ribeiro,livraria,"3.510,74"
2326,28/10/2024,Felipe Lopes,Esporte,USD 1608.75
2327,2024-01-28,Rafael Carvalho,Eletrônicos,"R$ 4.571,23"
2328,2024-06-01,Isabela Gomes,livros,USD 4296.37
2329,2024-08-24 10:30:00,Rafael Barbosa,Moda,"3.859,48"
2330,2023-05-05,Bruno Carvalho,livros,"R$ 3.467,95"
"",2023-08-06,Carla Queiroz,Livros,""
2332  ,2024-07-18,Carla Santos,MODA,n/a
2333,2023-08-19,Bruno Almeida,Eletrônicos,"R$  1.632,40"
2334,2023-01-31,Sofia Carvalho,Casa e Decoração,"R$ 4.328,35"
2335,2023-02-19,Tiago Santos,"","3.454,95  "
2336,2023-11-30,  Bruno Klein,esporte,USD 4473.03  
2337,2024-08-23,Eduarda Klein,Livros,"2.843,36"
  2338,2024-01-06,Gabriela Henriques,Esporte,"157,64"
2339,02/10/2023,Ana Almeida,Casa,"4.212,98"
2340,2023-04-19,Vitória Almeida  ,vestuario,USD 2620.49  
2341,2024-13-15,Mariana Pereira,Casa,$ 1968.98
2342,21/12/2023,Sofia Queiroz,moda,"R$ 2.786,83"
2343,01/04/2023,Eduarda Queiroz,Esporte,"R$  340,69"
2344,2024-03-12,Lucas  Klein,Casa,$ 2255.91
2345,2024-06-18,Nuno Klein,Moda,"R$ 579,28"
2346,12/07/2023  ,Carla Pereira,Moda,"R$ 4.631,07"
2347,2024-07-21,Diego Pereira,vestuario,"150,85"
2348,2023-04-22,Bruno Nogueira,Casa  ,"R$ 1.892,16"
2349,26/10/2024,  João Henriques,Esporte,"97,64"
2350,2023-09-02,Eduarda Lopes,MODA,"3.629,76"
2351,Feb 06 2023,Felipe  Ribeiro,Esporte,"R$ 1.707,13"
2352,Oct 24 2023,"",  Livros,$ 3448.66
2353,2023-02-05,Paulo Klein,Casa,USD 2193.24
2354,09/09/2023,Karina Martins,Livros,"R$ 833,98"
2355,  2023-02-13,Vitória Carvalho,Eletrônicos  ,"R$ 4.031,84"
  2356,2024-08-14,Olívia  Nogueira,ESPORTE,USD 1783.61
2357,2023-09-14,Gabriela Pereira  ,eletronicos,"R$ 1.450,11"
2358,2023-10-21,Felipe Almeida,Casa,"R$ 1.159,89"
2359,2023-07-18,Diego Nogueira,Casa,"R$ 3.192,03"
2360,2024-11-14,Rafael Duarte,livraria,"R$ 3.964,36"
2361,09/07/2023,Felipe Oliveira,vestuario,n/a
2362,2024-04-07,Eduarda  Teixeira,Esporte,""
2363,2023-04-25,Mariana Klein,Casa,"R$ 3.457,66"
2364,2024-05-14,Sofia Duarte  ,Casa,"1.837,49"
2365,2023-11-15,Paulo Ribeiro,eletro,"R$  2.370,42"
2366,2023-03-18,Rafael Henriques,Moda,"2.844,67"
2367,13/06/2024,  Nuno Teixeira,Esporte,"R$ 2.592,02"
2368,  Mar 29 2023,Felipe Henriques,Livros,n/a
2369,2023-13-19,Diego Ferreira,misc,"R$ 1.438,79"
2370,06/05/2024,Eduarda Pereira,LIVRO,"4.381,62"
2371,26/10/2023,Nuno Teixeira,Moda,"R$ 1.233,22"
2372,2024-05-08,Rafael Martins,Esportes,"2.687,32"
2373,2024-09-26,Mariana Barbosa,casa,"1.961,44"
2374,2023-03-15,Diego Almeida,  Livros,$ 1472.57
2375,2024-09-17,Sofia Almeida,Livros  ,USD 2077.28
2376  ,2023-07-31,Henrique Esteves,eletro,"924,16"
2377,22/07/2024,Ana Queiroz,Eletrônicos,"R$  1.699,77"
2378,17/03/2024,Diego Oliveira,Eletrônicos,$ 1904.32
2379,2023-10-28,Mariana Vasconcelos,Casa,"R$ 1.977,68"
2380,2023-06-11,João Vasconcelos,Livros,USD 3526.20
2381,2024-10-16,"",Moda,"544,19"
  2382,Jun 11 2023,Vitória Gomes,Esporte,"4.697,78"
2383,2023-02-11,Karina Nogueira,Esporte,USD  3209.69
2384,2023-02-23 10:30:00,Henrique Nogueira,Livros,"4.025,80"
2385,  2023-03-23,Paulo Lopes,Livros,$ 4189.82
2386,2024-06-25,Tiago Pereira,Casa,"2.444,25"
ORD-1023,2023-08-26,Carla Klein,Moda,n/a
2388,2024-01-06  ,Karina Esteves,livraria,"3.252,48"
2389,2023-01-08,Sofia Ferreira,eletro,"3.451,68"
2390,2023-07-15,Vitória Gomes,Esporte,"4.742,98"
2391,05/04/2023,Paulo Queiroz,LIVRO,"R$ 4.256,35"
2392,2023-07-22,Nuno Esteves,Esporte,"R$ 2.023,49"
  2393,2023-09-12 10:30:00,Tiago Lopes,vestuario,$ 2712.97
2394,2019-01-13,  Tiago Ferreira,Casa e Decoração,"1.786,96"
2395,20/11/2023,João Almeida,Eletrônicos,"3.453,04"
2396,2024-08-07,Gabriela Henriques,Casa,"R$  790,11"
2397,2024-08-12,Lucas Barbosa,casa,"3.188,18"
2398,2024-03-14,Lucas Klein,eletronicos,"1.416,27"
2399,24/09/2024,Rafael Vasconcelos,Casa,"1.711,05"
2400,2024-03-08,Ana Queiroz,esporte,"1.432,60"
2401,2023-04-01,Karina Almeida,  Esporte,"3.795,11"
2402,17/03/2024,Vitória Martins,LIVRO,"R$ 25,17"
2403,11/05/2023,Karina Jesus,Eletrônicos,"R$ 3.775,09"
2404,2023-07-13,Bruno Henriques,Moda,$ 1953.62
2405,2023-06-01,João Vasconcelos,Livros,"3.462,66"
2406,23/03/2023,Rafael Ribeiro,Livros,"4.404,94"
2407,2023-01-13,Carla Santos,Livros  ,"3.838,25"
2408,2024-11-16,Mariana Pereira,"",USD 514.85
2409,2023-02-02,Bruno Queiroz,vestuario,"R$ 253,90"
2410,2023-13-14,Bruno Esteves,Casa,  USD 2398.24
2411,12/02/2024,Felipe Vasconcelos,Eletrônicos,"4.639,57"
2412,2024-12-12,Lucas Ferreira,  Livros,"R$ 2.727,08  "
2413,Aug 15 2023,Karina Ferreira  ,eletro  ,"R$ 1.927,82"
2414  ,2024-02-12  ,Gabriela Esteves,Casa,"R$ 2.380,97"
2415,Jun 18 2023,Diego Santos,Eletrônicos,$ 3309.61
2416,05/02/2024,Nuno Lopes,Casa,"4.433,37"
2417,2024-05-15,Carla Almeida,Esporte,"3.715,81"
2418,  2019-06-11,Gabriela Jesus,ELETRONICOS,n/a
2419,2024-12-26,Nuno Klein,Eletrônicos  ,$ 421.56
2420,29/06/2023,Henrique Henriques,Esporte,"4.590,84"
2421,20/04/2023,Lucas Ribeiro,"","319,03"
2422,2024-12-20,Diego Almeida,Eletrônicos,"4.995,22"
2423,07/04/2024,Ana Pereira,Livros,"2.107,06"
2424,2023-12-10,Olívia Klein,Casa e Decoração,"2.922,42"
2425,2024-01-31,Felipe  Henriques,eletronicos,"R$  3.238,80"
  2426,08/10/2024,Eduarda Henriques,outros,"1.696,81"
2427,24/08/2023,Rafael Klein,Moda,"3.423,04"
2428,2023-02-24,Gabriela Almeida,Esporte,$ 2618.87
2429,2024-13-18,Vitória Henriques,Modas,"R$ 1.950,00"
2430,25/07/2023,Rafael Henriques,Esporte  ,"877,54"
2431,2023-05-24,Gabriela Henriques,  Moda,"4.754,99"
2432,25/09/2023,Olívia Oliveira,Moda,"3.061,42"
  2433,2024-01-16,Eduarda Santos,Casa,n/a
2434,2024-03-01,Sofia Pereira,ELETRONICOS,"251,24"
2435,Jan 07 2024,Sofia Santos,Eletrônicos,"R$  1.559,52"
2436,03/02/2023,João Pereira,Esporte,USD 863.46
2437,21/11/2024,Olívia Queiroz,Livros,"1.937,73  "
2438,2023-09-16,"",MODA,"R$ 4.312,95"
2439,08/09/2023,Isabela Lopes,Livros,"2.632,33"
2440,  2024-01-09,Ana Duarte,Esporte,""
2441,May 05 2024,Eduarda Barbosa,moda,"331,20"
2442,21/06/2023,Isabela Carvalho,Eletrônicos,USD 32.89
2443,2023-06-08,Nuno Gomes,Moda,"1.016,88"
2444,2024-09-16,Henrique Henriques,Esporte,"4.462,39  "
2445,2023-12-25,Sofia Queiroz,Eletrônicos,"1.373,59"
2446,2024-10-04,Bruno Ferreira,Esporte,$ 1654.53
2447,2023-12-12,João Santos,Casa,"0,00"
2448,23/01/2023,Paulo Ferreira,Eletrônicos,"R$ 4.013,96"
2449,2023-05-31,Vitória Esteves  ,Casa,$ 3443.39
2450,2023-06-06,Felipe Klein,Casa,$ 4865.03
2451,2024-01-04,Paulo Queiroz,Casa,"1.228,91"
2452,  21/11/2024,Nuno Henriques,Livros,$ 91.39
2453,2024-03-19,Felipe Ribeiro,Livros,"R$ 1.747,87  "
2454,2024-05-27,Felipe Nogueira,Esporte,$ 894.99
2455,2023-09-29,Rafael Klein,eletronicos,"195,30"
2456,Jun 19 2024,  Mariana Duarte,Livros,"R$ 1.641,55"
2457,2024-11-14,Olívia Carvalho  ,Eletrônicos,"R$ 3.491,01"
2458,2024-09-10,Diego Jesus,Livros,"3.029,55"
2459,2024-02-05,Carla Ribeiro,Livros,"3.375,29"
2460,2024-07-31,Ana Lopes,eletro,""
2461,  06/11/2023,Vitória Martins,Livros,"4.202,22"
2462,2024-12-07,Tiago  Klein,Moda,"R$ 3.588,93"
2463,2023-04-15,  Felipe Pereira,Moda  ,"645,08"
2464,2023-03-18,Mariana Almeida,Livros,"1.053,70"
2465,2023-10-12,Mariana Ferreira,Esporte,"R$ 1.666,86"
  2466,Apr 08 2023,Gabriela Nogueira,casa_decoracao,"R$ 2.688,62"
2467  ,2023-02-06,Lucas Henriques,outros,"4.966,20"
  2468,2023-02-22,Bruno Martins,Modas,"2.554,85"
2469,16/08/2024,Bruno Martins,Livros,"1.027,86"
2470,2023-11-08,Lucas Almeida,Casa e Decoração,"3.912,41"
  2471,May 23 2024,Eduarda Ferreira,Casa e Decoração,$ 1210.30
2472,2023-09-05,Carla Carvalho,Moda,$ 2001.06
2473,2019-03-09,  Karina Klein,Casa,"R$ 131,23"
2474,2024-11-06,Isabela Henriques,Esporte,"R$ 1.181,70"
2475,2024-12-14,Nuno Queiroz,casa_decoracao,"  R$ 2.987,85"
ORD-1023,2023-02-25,Henrique Nogueira,outros,"R$ 3.611,43"
2477,2024-08-24,Karina Vasconcelos,Esporte  ,"2.727,99"
2478,2023-06-14,Henrique  Gomes,Eletrônico,USD 1702.10
2479,Dec 04 2024,Isabela Klein,Casa,"790,89"
  2480,2024-12-15,Bruno Jesus,Moda,"R$ 3.220,08"
2481,2024-06-18,Tiago Martins,Eletrônicos,"1.714,51"
2482,09/07/2023,Paulo Esteves,vestuario,""
2483,08/02/2024,João Pereira,casa_decoracao,"3.704,17"
2484,2024-11-07,"",Moda,"R$ 3.345,89  "
2485,2024-10-31,Carla Esteves,Livros,"3.933,23"
2486,2023-10-01,João Lopes,Modas,"1.139,80"
2487,01/08/2023,Lucas Esteves,casa,"0,00"
2488,Jan 09 2024,Carla Ferreira,Casa e Decoração,"R$ 2.200,88"
2489,2023-08-27 10:30:00,Ana Pereira,Eletrônicos,USD 1485.38
2490,2024-06-05,Tiago Almeida,"",USD 291.98
2491,06/08/2024,Ana Klein,vestuario,"R$ 446,10  "
2492,2019-02-15,Rafael Ribeiro,  Casa e Decoração,""
2493,2023-03-15,Ana Teixeira  ,Casa,"R$  3.432,07"
2494,Apr 27 2024,Isabela Gomes,esporte,-
2495,2023-11-22,Diego Barbosa,Livros,USD 742.03
2496,2024-03-23,Bruno Vasconcelos,esporte,"R$  513,50"
2497,2024-12-23 10:30:00,Bruno Almeida,Esporte,"R$ 4.309,05"
2498,2024-04-03,João Carvalho  ,Esporte,USD 1792.17
2499,2024-12-27,Vitória Nogueira,Casa,USD 368.79
2500,19/05/2024,Vitória Ribeiro,Livros,USD 35.06
2501,13/08/2023,  Diego Martins,MODA,"1.938,57"
  730,2023-07-22,Paulo Vasconcelos,livraria,""
2503,03/05/2024,Paulo Gomes  ,Eletrônicos,"1.049,49"
2504,2019-06-24,Rafael Almeida,Casa,"0,00"
2505,2023-02-06,Lucas Oliveira,Casa,"3.877,89"
2506,21/08/2024,Bruno Pereira,ESPORTE,"4.501,67"
2507,2024-03-29,Carla Duarte,Livros,"4.983,20"
2508,29/12/2023,Eduarda Ferreira,Eletrônicos,"R$ 198,04"
  2509,2024-01-12,Karina  Carvalho,vestuario  ,"R$ 700,19"
1969,  2024-10-02,Lucas Teixeira,Casa,""
359,2023-09-08,João Teixeira,"",$ 2700.73  
2512,2023-05-25 10:30:00,Felipe Pereira,livros,""
2513,04/07/2023,João Oliveira,Casa,"R$ 2.946,38"
2514,2024-08-22,Isabela Martins,Esporte,USD 2714.07
2515,27/03/2024,Mariana  Barbosa,Eletrônicos,"3.695,27"
2516,2023-06-12,Tiago Ferreira,Esporte,"1.490,74"
2517,2024-02-17,Rafael Vasconcelos,eletro,"3.115,32"
2518,2024-07-24,Isabela Barbosa,Casa,USD 1177.85
2519,2023-01-24,Isabela Klein,Livros,"3.971,59"
2520,2023-01-18,Vitória Duarte,Casa,"R$ 4.719,24"
2521,14/03/2023,Rafael Esteves,Casa,"R$ 1.012,24"
2522,2023-11-12,Eduarda Barbosa,Esporte  ,"R$ 4.015,78"
2523,2024-10-14,Mariana Barbosa,Livros,"R$ 358,29  "
2524,2023-11-20,Carla Jesus,Moda,"R$ 1.522,26"
2525,11/03/2023,Mariana Almeida,Casa,"R$ 4.491,90"
  2526,06/09/2024,Nuno Esteves,Moda,"R$ 2.402,60"
2527,2023-10-07,Ana Esteves,Moda,"3.861,32"
2528,16/12/2023,Isabela Almeida,Casa,"R$ 4.851,51"
2529,2023-02-20,Isabela Pereira,outros,"2.000,19"
2530,2024-11-01 10:30:00  ,Vitória Ferreira,ELETRONICOS,"3.618,27"
2531,19/08/2023,Tiago Vasconcelos,Livros,"1.365,83"
2532,2019-12-24,Rafael Nogueira,Esporte,"R$ 2.704,94"
2533,17/04/2023  ,Olívia Santos,Livros,"2.044,58"
2534,2024-05-22,João Almeida,Moda,"R$ 2.000,59"
2535,2024-08-14,Nuno Queiroz,livraria,USD 1573.48
2536,2023-02-13,Olívia Duarte,LIVRO,"R$ 2.311,55"
2537,2023-01-27,  Gabriela Klein,Moda,"R$ 660,10"
2538,Mar 09 2023,Tiago Lopes,Eletrônicos,"  R$ 149,41"
2539,2023-11-01,Sofia Gomes,Casa e Decoração,"R$ 4.804,80"
2540,2023-11-04,Olívia Lopes,ESPORTE,"4.247,53"
2541,2023-05-09,Gabriela Ferreira,outros,"R$ 1.546,57"
2542  ,2023-13-24,Nuno Henriques,Casa,"2.905,53"
2543,2023-05-23,Mariana Almeida,ESPORTE,USD 400.15
2544,2024-11-10,Felipe Barbosa,Moda,$ 709.03
2545,Feb 11 2023,  Ana Martins,Casa,"R$ 4.937,34"
2546,Dec 01 2023,Isabela Oliveira,Eletrônicos,$ 4347.64
2547,May 03 2023,Lucas Jesus  ,Esporte,"2.897,45"
2548,08/09/2024,Henrique Nogueira,Livros,"661,37"
2549,2023-01-28,Carla Oliveira,eletronicos,"3.314,25"
2550,2023-10-01,Paulo Gomes,Eletrônicos,"R$ 1.870,20"
2551,2023-06-26 10:30:00,Sofia Santos,Esporte,"106,73"
2552,2023-04-10,Tiago  Gomes,Casa e Decoração,"2.262,82"
2553,29/08/2023,Tiago Carvalho,Livros,"R$ 3.396,26"
2554,25/09/2023,Gabriela Vasconcelos,ESPORTE,"R$ 4.934,72"
2555,11/07/2024,Paulo Almeida,livros,"2.767,25  "
2556,2023-03-21 10:30:00,Isabela Almeida,Casa,"1.610,32"
2557,2023-10-10,Lucas Klein,Eletrônicos,"3.415,74"
2291,2024-10-25,"",Moda,"R$ 1.926,51"
2559,2023-09-19,Nuno Duarte,Casa,"3.522,25"
2560,2024-02-27,Tiago Klein,eletronicos,"R$ 4.885,11"
2561  ,2023-09-09,Sofia Gomes,  casa,"865,68"
329,2024-04-26,"",Livros,"R$ 2.272,65"
2563,17/05/2024,João Duarte,Casa  ,"3.710,19"
2564,2024-01-12,Nuno Jesus,casa,  $ 1540.94
2565,2023-03-19,  Olívia Ferreira,Eletrônicos  ,"182,97"
2566,2024-01-17,Gabriela Barbosa,Casa,$ 583.14
2567,24/11/2024,Lucas Lopes,esporte,"137,09"
2568,2024-06-14,Felipe Martins,Esporte,$ 1073.93
2569,14/07/2023,Nuno Ribeiro,"","0,00"
2570,12/10/2024,Bruno Duarte,Livros,"728,87"
2571,2023-11-08,Diego Oliveira,Eletrônicos,"R$ 4.400,03"
2572,2024-13-16,Carla Duarte,Livros,"R$ 318,79"
2573  ,2023-07-02,João Lopes,Esporte,"R$  2.911,55"
2574,15/04/2024,Carla Queiroz,casa,"1.316,67"
2575,2023-02-23,Sofia Nogueira,livraria,"2.639,32"
2576  ,2023-10-26 10:30:00,Eduarda Pereira,Moda,"4.150,22"
2577  ,10/10/2024,Olívia Vasconcelos,Eletrônicos,"  R$ 2.390,88"
2578,2023-09-26  ,Paulo Ferreira,ESPORTE,"R$ 1.799,32"
2579,25/05/2024,Sofia Martins,Moda,"3.800,53"
2580,2023-03-16,"",Esporte,"R$ 798,55"
2581,07/04/2024,Olívia Ferreira,Eletrônicos,"R$ 3.678,35"
865,2024-02-05,"",Eletrônicos,"  393,62"
2583,2024-08-06,Mariana Barbosa,livros,"3.487,98"
2584,2024-03-16  ,Carla Jesus,MODA,"R$ 252,31"
2585,2024-09-03 10:30:00,Rafael Teixeira,Livros,"R$ 1.999,12"
2586,2024-05-29,Rafael Barbosa,Eletrônicos,n/a
2587,2023-08-04,Karina Barbosa,  Esporte,"R$ 951,57"
2588,2024-02-10,Lucas Lopes,Moda  ,"R$ 2.862,00"
2589,2024-04-29  ,Carla Barbosa,Esporte,"R$  4.937,60"
2590,2023-02-03,Gabriela Lopes,vestuario,"1.385,32"
2591,Mar 29 2023  ,Bruno Nogueira,Livros  ,"2.032,75"
2592,2024-08-18,Vitória Klein,MODA,"1.300,76"
2593,2023-06-13,Lucas Ribeiro,Esporte,"89,91"
2594,2023-08-12,Diego Martins,Esportes,"  R$ 3.228,68"
2595,  2024-01-09,"",Livros,""
2596,2023-03-31,Diego Gomes,Casa,"R$ 1.153,49"
2597,2024-05-25,Eduarda Vasconcelos,Moda,"R$  2.563,02"
  2598,18/04/2023,Nuno Carvalho,Eletrônicos,"3.006,36"
2599,04/12/2023,Felipe Queiroz  ,Casa e Decoração,USD 3523.88
2600,06/02/2024,Tiago Gomes,Moda,"500,89"
211,2024-09-09,Gabriela Klein,"",$ 222.22
2602  ,2024-11-27,Carla Gomes,Moda,"2.874,67  "
2603,2024-12-12,Rafael Lopes,Eletrônicos,"2.113,71"
2604,2024-02-20,Felipe Esteves,Casa,"3.996,73"
2605,2023-10-31 10:30:00,Nuno Esteves,Eletrônicos,"R$ 4.504,49"
2606,06/05/2024,Rafael Carvalho,esporte,"R$ 2.278,92"
2607,29/08/2023,Diego Almeida,Moda,"R$ 1.602,39"
2608,09/10/2024,Mariana Henriques,Moda,"3.513,11"
2609,2024-05-11,Sofia Teixeira,MODA,"R$ 4.512,73"
2610,03/03/2024,Diego Teixeira,Esporte,USD 4707.38
2611,Mar 20 2024,Henrique  Oliveira,Casa,$ 4132.81
2612,2024-05-25,Paulo  Almeida,Casa,USD 2277.57
2613,2024-04-02,Bruno Jesus,livros,"R$ 546,26"
2614,18/05/2024,Ana Duarte,Moda,"R$ 2.275,69"
2615,  06/10/2023,Vitória Pereira,Livros,"4.095,42  "
2616,2023-02-27,Karina Lopes,esporte,$ 3105.27
2617,24/09/2024,Vitória Pereira,Livros,"1.970,75"
2618,2024-03-07,Rafael Queiroz,Livros,"4.307,97"
2619,2024-11-12,Vitória Lopes,Moda,"4.013,72"
2620,2024-12-18,Vitória Klein,Eletrônicos  ,$ 811.02
1415,09/09/2023,Henrique Oliveira,eletronicos,""
2622,26/08/2023,Olívia Pereira,Esporte  ,"  R$ 2.921,61"
2623,2023-10-15 10:30:00,Nuno  Duarte,eletronicos,"  R$ 2.826,07"
2624,2023-03-07,Carla Klein,livraria,"R$ 1.862,88"
2625,2023-10-27,Sofia Klein,livros,"  4.494,91"
2626,2023-07-24,Sofia Esteves,vestuario,"R$ 3.858,57"
2627,Oct 25 2023,Diego  Queiroz,MODA,"231,37"
2628,Jun 13 2023,Mariana Almeida,Moda,$ 4643.57
2629,2023-03-04 10:30:00,Henrique Santos,Livros,"R$ 3.855,57"
2630,2024-11-06,Carla Vasconcelos,Moda,"  R$ 940,12"
2631,29/09/2024,Henrique Carvalho,Casa,USD 240.93
2632,2023-12-15,Carla Almeida,livros,"1.931,87"
2633,2024-02-05,Tiago Ferreira,Esporte,"R$ 928,18"
2634,07/11/2023,Sofia Klein,Modas,USD 3643.76
  2635,2023-12-03,Bruno Esteves,  Casa,"2.656,92"
2636,2023-03-11,  Eduarda Vasconcelos,Esporte,"1.798,43"
2637,2023-08-05 10:30:00,Ana Ferreira,  Eletrônicos,"R$ 3.121,84"
2638,Dec  22 2023,Vitória Martins,Casa,"2.997,04  "
2639,Mar 25 2024,Gabriela Pereira,Moda,"2.549,54"
2640,2023-01-05,Sofia Oliveira,Eletrônicos,"R$ 2.079,05"
2641,2024-05-30,João Ferreira,Livros,"4.242,56"
95,2023-08-09 10:30:00,Bruno Barbosa,Esporte,""
2643,2024-11-19,Isabela Nogueira,Moda,"3.599,57"
1632,2023-10-28,Rafael Jesus,"",USD 4591.05
2645,  2023-12-22,Lucas Vasconcelos,vestuario,"R$ 665,94"
2646,2023-03-23,Vitória Oliveira,Livros,"499,38"
2647,2024-11-01,Isabela Barbosa,"","1.847,35"
2648,2023-11-03,Rafael Klein,ESPORTE  ,"R$ 1.371,39"
2649,Sep 12 2024,Gabriela Pereira,Livros,"4.276,33"
2650,24/08/2024,Gabriela Martins,Moda,"1.040,51"
2651,2023-03-05,  Tiago Vasconcelos,Moda,USD 1885.01
2652,2023-01-12,Henrique Martins,Modas,"3.891,94"
2653,2024-10-12,Gabriela Gomes,Esporte,"R$  3.468,97"
  2654,09/11/2024,Carla Duarte  ,Moda  ,"R$ 4.681,49"
2655,2024-05-30,Vitória Oliveira,Esporte,"4.210,71"
2656,  2023-10-16,Henrique Lopes,Livros,"R$ 2.088,14"
2657,18/01/2023,"",Moda,"R$ 505,35"
2658,08/04/2023,Paulo Jesus,eletronicos,"R$ 2.374,98"
2659,2024-05-27,Felipe Barbosa,Casa  ,"  R$ 2.442,27"
1676,2024-04-02,"",Casa,"R$ 1.578,58"
1342,06/02/2023,"",Casa  e Decoração,"1.712,45"
2662,20/10/2023,Tiago Teixeira,Casa,"R$ 2.976,49"
2663,09/05/2023,Olívia Martins,esporte,"1.640,91"
2664,2023-11-22,Eduarda Ribeiro,Esporte,"4.324,78"
2665,2023-09-01,Diego Henriques,Esporte,"R$ 1.109,27"
2666,2023-06-05,Diego Ferreira,Eletrônicos,"R$ 1.389,42"
2667,2023-03-12,Lucas Gomes,Eletrônicos,"822,51"
2668,2023-06-13 10:30:00,Ana Ribeiro,ESPORTE,"4.644,74"
2669,2024-13-14,Bruno Santos,Esporte,"R$ 3.555,06"
2670,29/08/2023,Ana Oliveira,Moda,"R$ 4.909,43"
2671,2024-10-02,"",misc,"R$ 1.469,02"
2672,24/03/2023,Olívia Henriques,Modas,USD 2587.97
2673,2024-05-12  ,Eduarda Carvalho,Moda,"2.947,87"
  1531,07/07/2023,Lucas Ferreira,"","4.138,79"
2675,2024-01-02,Bruno Duarte,Eletrônico,$ 736.53
2333,2023-08-19,Bruno Almeida,Eletrônicos,""
2677,2023-04-04 10:30:00,Sofia Jesus,Casa,"R$ 256,20"
2678,2023-12-05 10:30:00,Carla Esteves,Esporte,"R$ 3.777,21"
2679,2023-06-28,Felipe Esteves,Casa e Decoração  ,"R$ 3.524,51"
2680,31/07/2023,Henrique Martins,casa,"R$ 1.292,74"
2681,2024-10-21,Ana Jesus,Casa,"3.788,16"
2682,2024-01-20,  Paulo Carvalho,livraria,"4.021,12"
2683,Aug 02 2024,Felipe Carvalho,casa,USD 133.99
2684,2024-06-27,Henrique Lopes,Casa,"R$ 4.747,99"
2685,09/05/2024,Lucas Klein,Esporte,"R$ 1.529,76"
2686,2023-03-05,Olívia Ribeiro  ,Livros,"R$ 1.600,45"
2687,Sep 25 2023,Diego Vasconcelos,Moda,  USD 3574.43
2688,29/09/2024,Lucas  Vasconcelos,Moda,"R$  2.438,99"
2689,2023-11-16,Isabela Duarte,livraria,"R$ 373,32"
2690,20/06/2024,Isabela Barbosa  ,Eletrônicos,"3.756,32"
  2691,2024-12-15  ,Gabriela Duarte,Esporte,"R$ 2.461,34"
2692,2024-08-31,Bruno Carvalho  ,Moda,"1.918,32"
2693,2023-01-22,  Eduarda Esteves,eletro,"4.893,37"
2694,02/08/2024,Isabela Teixeira,Livros  ,"R$ 2.394,21"
2695,2023-06-05,Tiago Nogueira  ,  Moda,"R$ 2.543,65"
2696,2024-09-01,Karina Barbosa,Casa,"4.224,69"
2697,2023-12-20  ,Karina Almeida,Modas,USD 1091.75
2698,18/07/2023,Eduarda Almeida,Moda,USD 547.02
2699,2024-05-15,Paulo Gomes,Eletrônicos,"1.167,04"
2700,2023-06-10,Vitória Oliveira,Casa,"R$ 3.193,76"
2701,2023-13-25,Isabela Klein,Casa,USD 3444.86
2702,17/06/2024,Olívia Gomes,Moda,"1.615,27"
1342,06/02/2023,Carla Barbosa,"","1.712,45"
2704,2023-13-26,Gabriela Esteves,Casa,"R$ 1.758,15"
  2705,10/05/2024,João Vasconcelos,Moda,"4.208,70"
2706,  2024-04-12,Ana Duarte,eletronicos,"R$ 557,42  "
2707,Feb 19 2024,Tiago Carvalho,Esporte,USD 4436.28
2708,2024-07-24 10:30:00,Bruno Almeida  ,casa,n/a
2709,  05/10/2024,  Ana Ribeiro,Moda,"R$ 2.097,09"
2710,May 02 2024,Isabela Duarte,Moda,USD 1118.99
2711,02/06/2024,Carla Oliveira,Moda,"4.542,31"
2712,May 17 2023,Tiago Queiroz,Moda,"4.563,30"
2713,14/10/2023,Ana Almeida,Esporte,"R$ 4.186,55"
2714,2024-09-26,Mariana  Esteves,Livros,"2.840,65"
2715,20/07/2023,Felipe Martins,Moda,"R$ 1.106,32"
2716,2023-13-30,Lucas Duarte,Moda,USD 1483.68
2717,May 02 2024,Carla Henriques,ESPORTE,"R$ 437,27"
2718,2024-05-10,Nuno Jesus,Moda,"20,88"
2719,2024-12-12,Karina Duarte,Livros,USD 2957.18
2720  ,13/07/2024,Mariana Ribeiro,Casa e Decoração,"1.042,91"
2721,2023-05-09,Bruno Nogueira,Eletrônicos,"865,26"
2722,2023-04-06,Bruno Pereira,Moda,"R$ 3.246,28"
0,2023-12-12,  Olívia Queiroz,Casa e Decoração,"3.745,63"
2724  ,Sep  06 2023,Gabriela Barbosa,Casa,"R$ 4.375,42  "
2725,20/01/2023,Lucas Esteves,Eletrônicos,"4.299,51"
2726,  2023-10-06,"",Casa e Decoração,"1.067,25"
2727,2019-09-20,Mariana Gomes,esporte,"R$ 3.211,18"
2728,04/05/2024,Eduarda Duarte,eletronicos,"R$ 2.116,02"
2729,2023-05-15,Carla Lopes,Esporte,USD 3983.24
2730,2024-09-21,Olívia Klein,ELETRONICOS,"2.454,23"
2731,2023-04-06,Eduarda Lopes,Livros,"R$ 2.988,13"
